"","Group.1","Date","DMA","Total_Cases","Total_Deaths","CaseLagDay-1","NewCasesPerDay","DeathLagDay-1","NewDeathsPerDay","CaseLagDay-2","CaseLagDay-3","CaseLagDay-4","CaseLagDay-5","CaseLagDay-6","CaseLagDay-7","CaseLagDay-8","CaseLagDay-9","CaseLagDay-10","CaseLagDay-11","CaseLagDay-12","CaseLagDay-13","CaseLagDay-14","CaseLagDay+1","CaseLagDay+2","CaseLagDay+3","CaseLagDay+4","CaseLagDay+5","CaseLagDay+6","CaseLagDay+7","CaseLagDay+8","CaseLagDay+9","CaseLagDay+10","CaseLagDay+11","CaseLagDay+12","CaseLagDay+13","CaseLagDay+14"
"3281","20200407_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200407,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",241,2,197,44,1,1,174,158,144,106,78,68,52,51,34,34,20,8,8,248,277,305,359,395,397,426,469,493,535,568,568,574,601
"3282","20200408_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200408,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",248,2,241,7,2,0,197,174,158,144,106,78,68,52,51,34,34,20,8,277,305,359,395,397,426,469,493,535,568,568,574,601,NA
"3283","20200409_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200409,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",277,5,248,29,2,3,241,197,174,158,144,106,78,68,52,51,34,34,20,305,359,395,397,426,469,493,535,568,568,574,601,NA,NA
"3284","20200410_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200410,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",305,5,277,28,5,0,248,241,197,174,158,144,106,78,68,52,51,34,34,359,395,397,426,469,493,535,568,568,574,601,NA,NA,NA
"3285","20200411_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200411,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",359,5,305,54,5,0,277,248,241,197,174,158,144,106,78,68,52,51,34,395,397,426,469,493,535,568,568,574,601,NA,NA,NA,NA
"3286","20200412_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200412,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",395,5,359,36,5,0,305,277,248,241,197,174,158,144,106,78,68,52,51,397,426,469,493,535,568,568,574,601,NA,NA,NA,NA,NA
"3287","20200413_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200413,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",397,5,395,2,5,0,359,305,277,248,241,197,174,158,144,106,78,68,52,426,469,493,535,568,568,574,601,NA,NA,NA,NA,NA,NA
"3288","20200414_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200414,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",426,5,397,29,5,0,395,359,305,277,248,241,197,174,158,144,106,78,68,469,493,535,568,568,574,601,NA,NA,NA,NA,NA,NA,NA
"3289","20200415_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200415,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",469,5,426,43,5,0,397,395,359,305,277,248,241,197,174,158,144,106,78,493,535,568,568,574,601,NA,NA,NA,NA,NA,NA,NA,NA
"3290","20200416_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200416,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",493,7,469,24,5,2,426,397,395,359,305,277,248,241,197,174,158,144,106,535,568,568,574,601,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3291","20200417_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200417,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",535,9,493,42,7,2,469,426,397,395,359,305,277,248,241,197,174,158,144,568,568,574,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3292","20200418_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200418,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",568,10,535,33,9,1,493,469,426,397,395,359,305,277,248,241,197,174,158,568,574,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3293","20200419_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200419,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",568,10,568,0,10,0,535,493,469,426,397,395,359,305,277,248,241,197,174,574,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3294","20200420_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200420,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",574,10,568,6,10,0,568,535,493,469,426,397,395,359,305,277,248,241,197,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3295","20200421_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",20200421,"HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",601,11,574,27,10,1,568,568,535,493,469,426,397,395,359,305,277,248,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3296","20200313_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200313,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,10,13,18,25,31,35,37,55,65,82,117
"3297","20200314_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200314,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",3,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,10,13,18,25,31,35,37,55,65,82,117,152
"3298","20200315_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200315,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",5,0,3,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,13,18,25,31,35,37,55,65,82,117,152,198
"3299","20200316_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200316,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",5,0,5,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,18,25,31,35,37,55,65,82,117,152,198,252
"3300","20200317_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200317,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",10,0,5,5,0,0,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18,25,31,35,37,55,65,82,117,152,198,252,313
"3301","20200318_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200318,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",13,0,10,3,0,0,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,25,31,35,37,55,65,82,117,152,198,252,313,374
"3302","20200319_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200319,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",18,0,13,5,0,0,10,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,25,31,35,37,55,65,82,117,152,198,252,313,374,484
"3303","20200320_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200320,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",25,0,18,7,0,0,13,10,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,31,35,37,55,65,82,117,152,198,252,313,374,484,542
"3304","20200321_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200321,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",31,0,25,6,0,0,18,13,10,5,5,3,3,NA,NA,NA,NA,NA,NA,35,37,55,65,82,117,152,198,252,313,374,484,542,712
"3305","20200322_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200322,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",35,0,31,4,0,0,25,18,13,10,5,5,3,3,NA,NA,NA,NA,NA,37,55,65,82,117,152,198,252,313,374,484,542,712,867
"3306","20200323_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200323,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",37,0,35,2,0,0,31,25,18,13,10,5,5,3,3,NA,NA,NA,NA,55,65,82,117,152,198,252,313,374,484,542,712,867,967
"3307","20200324_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200324,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",55,0,37,18,0,0,35,31,25,18,13,10,5,5,3,3,NA,NA,NA,65,82,117,152,198,252,313,374,484,542,712,867,967,1142
"3308","20200325_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200325,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",65,0,55,10,0,0,37,35,31,25,18,13,10,5,5,3,3,NA,NA,82,117,152,198,252,313,374,484,542,712,867,967,1142,1289
"3309","20200326_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200326,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",82,0,65,17,0,0,55,37,35,31,25,18,13,10,5,5,3,3,NA,117,152,198,252,313,374,484,542,712,867,967,1142,1289,1387
"3310","20200327_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200327,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",117,0,82,35,0,0,65,55,37,35,31,25,18,13,10,5,5,3,3,152,198,252,313,374,484,542,712,867,967,1142,1289,1387,1544
"3311","20200328_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200328,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",152,2,117,35,0,2,82,65,55,37,35,31,25,18,13,10,5,5,3,198,252,313,374,484,542,712,867,967,1142,1289,1387,1544,1649
"3312","20200329_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200329,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",198,3,152,46,2,1,117,82,65,55,37,35,31,25,18,13,10,5,5,252,313,374,484,542,712,867,967,1142,1289,1387,1544,1649,1802
"3313","20200330_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200330,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",252,3,198,54,3,0,152,117,82,65,55,37,35,31,25,18,13,10,5,313,374,484,542,712,867,967,1142,1289,1387,1544,1649,1802,1934
"3314","20200331_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200331,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",313,5,252,61,3,2,198,152,117,82,65,55,37,35,31,25,18,13,10,374,484,542,712,867,967,1142,1289,1387,1544,1649,1802,1934,2076
"3315","20200401_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200401,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",374,5,313,61,5,0,252,198,152,117,82,65,55,37,35,31,25,18,13,484,542,712,867,967,1142,1289,1387,1544,1649,1802,1934,2076,2189
"3316","20200402_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200402,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",484,7,374,110,5,2,313,252,198,152,117,82,65,55,37,35,31,25,18,542,712,867,967,1142,1289,1387,1544,1649,1802,1934,2076,2189,2322
"3317","20200403_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200403,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",542,10,484,58,7,3,374,313,252,198,152,117,82,65,55,37,35,31,25,712,867,967,1142,1289,1387,1544,1649,1802,1934,2076,2189,2322,2530
"3318","20200404_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200404,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",712,10,542,170,10,0,484,374,313,252,198,152,117,82,65,55,37,35,31,867,967,1142,1289,1387,1544,1649,1802,1934,2076,2189,2322,2530,2732
"3319","20200405_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200405,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",867,13,712,155,10,3,542,484,374,313,252,198,152,117,82,65,55,37,35,967,1142,1289,1387,1544,1649,1802,1934,2076,2189,2322,2530,2732,2893
"3320","20200406_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200406,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",967,16,867,100,13,3,712,542,484,374,313,252,198,152,117,82,65,55,37,1142,1289,1387,1544,1649,1802,1934,2076,2189,2322,2530,2732,2893,3000
"3321","20200407_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200407,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",1142,20,967,175,16,4,867,712,542,484,374,313,252,198,152,117,82,65,55,1289,1387,1544,1649,1802,1934,2076,2189,2322,2530,2732,2893,3000,3135
"3322","20200408_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200408,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",1289,23,1142,147,20,3,967,867,712,542,484,374,313,252,198,152,117,82,65,1387,1544,1649,1802,1934,2076,2189,2322,2530,2732,2893,3000,3135,NA
"3323","20200409_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200409,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",1387,26,1289,98,23,3,1142,967,867,712,542,484,374,313,252,198,152,117,82,1544,1649,1802,1934,2076,2189,2322,2530,2732,2893,3000,3135,NA,NA
"3324","20200410_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200410,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",1544,31,1387,157,26,5,1289,1142,967,867,712,542,484,374,313,252,198,152,117,1649,1802,1934,2076,2189,2322,2530,2732,2893,3000,3135,NA,NA,NA
"3325","20200411_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200411,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",1649,35,1544,105,31,4,1387,1289,1142,967,867,712,542,484,374,313,252,198,152,1802,1934,2076,2189,2322,2530,2732,2893,3000,3135,NA,NA,NA,NA
"3326","20200412_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200412,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",1802,37,1649,153,35,2,1544,1387,1289,1142,967,867,712,542,484,374,313,252,198,1934,2076,2189,2322,2530,2732,2893,3000,3135,NA,NA,NA,NA,NA
"3327","20200413_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200413,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",1934,38,1802,132,37,1,1649,1544,1387,1289,1142,967,867,712,542,484,374,313,252,2076,2189,2322,2530,2732,2893,3000,3135,NA,NA,NA,NA,NA,NA
"3328","20200414_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200414,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",2076,72,1934,142,38,34,1802,1649,1544,1387,1289,1142,967,867,712,542,484,374,313,2189,2322,2530,2732,2893,3000,3135,NA,NA,NA,NA,NA,NA,NA
"3329","20200415_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200415,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",2189,86,2076,113,72,14,1934,1802,1649,1544,1387,1289,1142,967,867,712,542,484,374,2322,2530,2732,2893,3000,3135,NA,NA,NA,NA,NA,NA,NA,NA
"3330","20200416_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200416,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",2322,96,2189,133,86,10,2076,1934,1802,1649,1544,1387,1289,1142,967,867,712,542,484,2530,2732,2893,3000,3135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331","20200417_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200417,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",2530,104,2322,208,96,8,2189,2076,1934,1802,1649,1544,1387,1289,1142,967,867,712,542,2732,2893,3000,3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332","20200418_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200418,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",2732,116,2530,202,104,12,2322,2189,2076,1934,1802,1649,1544,1387,1289,1142,967,867,712,2893,3000,3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3333","20200419_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200419,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",2893,123,2732,161,116,7,2530,2322,2189,2076,1934,1802,1649,1544,1387,1289,1142,967,867,3000,3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3334","20200420_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200420,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",3000,127,2893,107,123,4,2732,2530,2322,2189,2076,1934,1802,1649,1544,1387,1289,1142,967,3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3335","20200421_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",20200421,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",3135,148,3000,135,127,21,2893,2732,2530,2322,2189,2076,1934,1802,1649,1544,1387,1289,1142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336","20200313_HARRISONBURG",20200313,"HARRISONBURG",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,3,5
"3337","20200314_HARRISONBURG",20200314,"HARRISONBURG",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,3,5,5
"3338","20200315_HARRISONBURG",20200315,"HARRISONBURG",1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,3,5,5,5
"3339","20200316_HARRISONBURG",20200316,"HARRISONBURG",1,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,3,5,5,5,6
"3340","20200317_HARRISONBURG",20200317,"HARRISONBURG",1,0,1,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,3,5,5,5,6,8
"3341","20200318_HARRISONBURG",20200318,"HARRISONBURG",1,0,1,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,3,5,5,5,6,8,12
"3342","20200319_HARRISONBURG",20200319,"HARRISONBURG",1,0,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,3,5,5,5,6,8,12,17
"3343","20200320_HARRISONBURG",20200320,"HARRISONBURG",1,0,1,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,3,5,5,5,6,8,12,17,25
"3344","20200321_HARRISONBURG",20200321,"HARRISONBURG",1,0,1,0,0,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,2,3,5,5,5,6,8,12,17,25,25
"3345","20200322_HARRISONBURG",20200322,"HARRISONBURG",1,0,1,0,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,2,3,5,5,5,6,8,12,17,25,25,28
"3346","20200323_HARRISONBURG",20200323,"HARRISONBURG",1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,2,3,5,5,5,6,8,12,17,25,25,28,31
"3347","20200324_HARRISONBURG",20200324,"HARRISONBURG",1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,2,3,5,5,5,6,8,12,17,25,25,28,31,30
"3348","20200325_HARRISONBURG",20200325,"HARRISONBURG",2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,3,5,5,5,6,8,12,17,25,25,28,31,30,39
"3349","20200326_HARRISONBURG",20200326,"HARRISONBURG",3,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,5,5,5,6,8,12,17,25,25,28,31,30,39,43
"3350","20200327_HARRISONBURG",20200327,"HARRISONBURG",5,0,3,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,8,12,17,25,25,28,31,30,39,43,63
"3351","20200328_HARRISONBURG",20200328,"HARRISONBURG",5,0,5,0,0,0,3,2,1,1,1,1,1,1,1,1,1,1,1,5,6,8,12,17,25,25,28,31,30,39,43,63,85
"3352","20200329_HARRISONBURG",20200329,"HARRISONBURG",5,0,5,0,0,0,5,3,2,1,1,1,1,1,1,1,1,1,1,6,8,12,17,25,25,28,31,30,39,43,63,85,87
"3353","20200330_HARRISONBURG",20200330,"HARRISONBURG",6,0,5,1,0,0,5,5,3,2,1,1,1,1,1,1,1,1,1,8,12,17,25,25,28,31,30,39,43,63,85,87,95
"3354","20200331_HARRISONBURG",20200331,"HARRISONBURG",8,0,6,2,0,0,5,5,5,3,2,1,1,1,1,1,1,1,1,12,17,25,25,28,31,30,39,43,63,85,87,95,103
"3355","20200401_HARRISONBURG",20200401,"HARRISONBURG",12,0,8,4,0,0,6,5,5,5,3,2,1,1,1,1,1,1,1,17,25,25,28,31,30,39,43,63,85,87,95,103,109
"3356","20200402_HARRISONBURG",20200402,"HARRISONBURG",17,0,12,5,0,0,8,6,5,5,5,3,2,1,1,1,1,1,1,25,25,28,31,30,39,43,63,85,87,95,103,109,128
"3357","20200403_HARRISONBURG",20200403,"HARRISONBURG",25,0,17,8,0,0,12,8,6,5,5,5,3,2,1,1,1,1,1,25,28,31,30,39,43,63,85,87,95,103,109,128,225
"3358","20200404_HARRISONBURG",20200404,"HARRISONBURG",25,0,25,0,0,0,17,12,8,6,5,5,5,3,2,1,1,1,1,28,31,30,39,43,63,85,87,95,103,109,128,225,245
"3359","20200405_HARRISONBURG",20200405,"HARRISONBURG",28,0,25,3,0,0,25,17,12,8,6,5,5,5,3,2,1,1,1,31,30,39,43,63,85,87,95,103,109,128,225,245,248
"3360","20200406_HARRISONBURG",20200406,"HARRISONBURG",31,0,28,3,0,0,25,25,17,12,8,6,5,5,5,3,2,1,1,30,39,43,63,85,87,95,103,109,128,225,245,248,268
"3361","20200407_HARRISONBURG",20200407,"HARRISONBURG",30,0,31,-1,0,0,28,25,25,17,12,8,6,5,5,5,3,2,1,39,43,63,85,87,95,103,109,128,225,245,248,268,282
"3362","20200408_HARRISONBURG",20200408,"HARRISONBURG",39,0,30,9,0,0,31,28,25,25,17,12,8,6,5,5,5,3,2,43,63,85,87,95,103,109,128,225,245,248,268,282,NA
"3363","20200409_HARRISONBURG",20200409,"HARRISONBURG",43,0,39,4,0,0,30,31,28,25,25,17,12,8,6,5,5,5,3,63,85,87,95,103,109,128,225,245,248,268,282,NA,NA
"3364","20200410_HARRISONBURG",20200410,"HARRISONBURG",63,0,43,20,0,0,39,30,31,28,25,25,17,12,8,6,5,5,5,85,87,95,103,109,128,225,245,248,268,282,NA,NA,NA
"3365","20200411_HARRISONBURG",20200411,"HARRISONBURG",85,0,63,22,0,0,43,39,30,31,28,25,25,17,12,8,6,5,5,87,95,103,109,128,225,245,248,268,282,NA,NA,NA,NA
"3366","20200412_HARRISONBURG",20200412,"HARRISONBURG",87,0,85,2,0,0,63,43,39,30,31,28,25,25,17,12,8,6,5,95,103,109,128,225,245,248,268,282,NA,NA,NA,NA,NA
"3367","20200413_HARRISONBURG",20200413,"HARRISONBURG",95,0,87,8,0,0,85,63,43,39,30,31,28,25,25,17,12,8,6,103,109,128,225,245,248,268,282,NA,NA,NA,NA,NA,NA
"3368","20200414_HARRISONBURG",20200414,"HARRISONBURG",103,0,95,8,0,0,87,85,63,43,39,30,31,28,25,25,17,12,8,109,128,225,245,248,268,282,NA,NA,NA,NA,NA,NA,NA
"3369","20200415_HARRISONBURG",20200415,"HARRISONBURG",109,0,103,6,0,0,95,87,85,63,43,39,30,31,28,25,25,17,12,128,225,245,248,268,282,NA,NA,NA,NA,NA,NA,NA,NA
"3370","20200416_HARRISONBURG",20200416,"HARRISONBURG",128,0,109,19,0,0,103,95,87,85,63,43,39,30,31,28,25,25,17,225,245,248,268,282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3371","20200417_HARRISONBURG",20200417,"HARRISONBURG",225,0,128,97,0,0,109,103,95,87,85,63,43,39,30,31,28,25,25,245,248,268,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372","20200418_HARRISONBURG",20200418,"HARRISONBURG",245,0,225,20,0,0,128,109,103,95,87,85,63,43,39,30,31,28,25,248,268,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3373","20200419_HARRISONBURG",20200419,"HARRISONBURG",248,0,245,3,0,0,225,128,109,103,95,87,85,63,43,39,30,31,28,268,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
